OccId;Term;Scientific Name;File;1000-Words-Frame;text

snout;Mammalia;body;PG10089;4;the ship flew seaward, tacking wide, contending with the wind and tide, and when upon the broad stream's track it baffled hung, or drifted back, with grunt and shriek, like battling boars, the shock and swing of bladed oars came sounding o'er the sea the dusk grew round the twilight, like a husk that holds a kernel choice, and keen, cold stars impaled the sky serene, when conn's ship through the slackening tide drew round the wistful bay and wide, behind the headlands high that snout the seas like giant whales, and spout the salt foam high and loud then sighed the gasping men who all day plied their oars in plunging seas, with hands grown stiff, and arms, like twisted bands drawn numbly, as they rose outspent, and staggering from their benches went the sail napped quarrelling, and drank the wind in broken gasps, and sank with sullen pride upon the boards, and smote the mast and shook the cords darkly loomed that alien land, and darkly lowered the fian band, for hovering on the shoreland grey the ship they followed round the bay nor sought the sheltering woods until the shadows folded o'er the hill full heavily, and night fell blind, and laid its spell upon the wind the swelling waters sank with sip and hollow gurgle round the ship, the long mast rocked against the dim, soft heaven above the headland's rim but while the seamen crouched to sleep, conn sat alone in reverie deep, and saw before him in a maze the mute procession of his days, in gloom and glamour wending fast-- his heart a-hungering for the past-- again he leapt, a tender boy, to greet his sire with eager joy, when he came over the wide north sea, enriched with spoils of victory-- then heavily loomed that fateful morn when tidings of his fall were borne from alban shore ... again he saw the youth who went alone with awe to swear the avenging oath before the smoking altar red with gore.

grunt;Haemulon;organism;PG10089;4;the ship flew seaward, tacking wide, contending with the wind and tide, and when upon the broad stream's track it baffled hung, or drifted back, with grunt and shriek, like battling boars, the shock and swing of bladed oars came sounding o'er the sea the dusk grew round the twilight, like a husk that holds a kernel choice, and keen, cold stars impaled the sky serene, when conn's ship through the slackening tide drew round the wistful bay and wide, behind the headlands high that snout the seas like giant whales, and spout the salt foam high and loud then sighed the gasping men who all day plied their oars in plunging seas, with hands grown stiff, and arms, like twisted bands drawn numbly, as they rose outspent, and staggering from their benches went the sail napped quarrelling, and drank the wind in broken gasps, and sank with sullen pride upon the boards, and smote the mast and shook the cords darkly loomed that alien land, and darkly lowered the fian band, for hovering on the shoreland grey the ship they followed round the bay nor sought the sheltering woods until the shadows folded o'er the hill full heavily, and night fell blind, and laid its spell upon the wind the swelling waters sank with sip and hollow gurgle round the ship, the long mast rocked against the dim, soft heaven above the headland's rim but while the seamen crouched to sleep, conn sat alone in reverie deep, and saw before him in a maze the mute procession of his days, in gloom and glamour wending fast-- his heart a-hungering for the past-- again he leapt, a tender boy, to greet his sire with eager joy, when he came over the wide north sea, enriched with spoils of victory-- then heavily loomed that fateful morn when tidings of his fall were borne from alban shore ... again he saw the youth who went alone with awe to swear the avenging oath before the smoking altar red with gore.

snout;Libythea;organism;PG10089;4;the ship flew seaward, tacking wide, contending with the wind and tide, and when upon the broad stream's track it baffled hung, or drifted back, with grunt and shriek, like battling boars, the shock and swing of bladed oars came sounding o'er the sea the dusk grew round the twilight, like a husk that holds a kernel choice, and keen, cold stars impaled the sky serene, when conn's ship through the slackening tide drew round the wistful bay and wide, behind the headlands high that snout the seas like giant whales, and spout the salt foam high and loud then sighed the gasping men who all day plied their oars in plunging seas, with hands grown stiff, and arms, like twisted bands drawn numbly, as they rose outspent, and staggering from their benches went the sail napped quarrelling, and drank the wind in broken gasps, and sank with sullen pride upon the boards, and smote the mast and shook the cords darkly loomed that alien land, and darkly lowered the fian band, for hovering on the shoreland grey the ship they followed round the bay nor sought the sheltering woods until the shadows folded o'er the hill full heavily, and night fell blind, and laid its spell upon the wind the swelling waters sank with sip and hollow gurgle round the ship, the long mast rocked against the dim, soft heaven above the headland's rim but while the seamen crouched to sleep, conn sat alone in reverie deep, and saw before him in a maze the mute procession of his days, in gloom and glamour wending fast-- his heart a-hungering for the past-- again he leapt, a tender boy, to greet his sire with eager joy, when he came over the wide north sea, enriched with spoils of victory-- then heavily loomed that fateful morn when tidings of his fall were borne from alban shore ... again he saw the youth who went alone with awe to swear the avenging oath before the smoking altar red with gore.

bird;Aves;organism;PG10089;4;the pipes of morn were sounding shrill through budding woods on plain and hill, and stirred the air with song to wake the sweet-toned birds within the brake.

adder;Bitis;organism;PG10089;4;shoreward, with rapid blades and bright, that shower the foam-rain pearly white, and rip the waters, bending lithe, in hollowing swirls that hiss and writhe like adders, ere they dart away bright-spotted with the flakes of spray.

swift;Apodidae;organism;PG10089;5;the morn was still.

swift;Apodidae;organism;PG10089;5;o great was conn in that dread hour, and all the fians feared his power, and watched, as in a darksome dream, the warriors meet ... they saw the gleam of swift, up-lifted swords, and then a breathless moment came, as when the lithe and living lightning's flash makes pause, until the thunder's crash is splintered through the air.

tree;Tracheophyta;organism;PG10089;5;again he leapt at goll, but sought in vain to blind him with his blows that fell like snowflakes on a sullen well-- for goll was calm, while great conn raged, as hour by hour the conflict waged, he was a blast-defying tree-- a crag that spurned a furious sea, and all the fians with one mind set firm their faith in goll the wind rose like a startled bird from out the heather at the huntsman's shout in swift and blust'ring flight at noon the sun rolled in a cloudy swoon dimly, and over the rolling deep gust followed gust with shadowy sweep, and waves that streamed their snowy locks were tossing high against the rocks seaward, while round the sands ebbed wide scrambled the fierce devouring tide o, conn was like a hound at morn, that springs upon an elk forlorn among the hills.

elk;Alces alces;organism;PG10089;5;again he leapt at goll, but sought in vain to blind him with his blows that fell like snowflakes on a sullen well-- for goll was calm, while great conn raged, as hour by hour the conflict waged, he was a blast-defying tree-- a crag that spurned a furious sea, and all the fians with one mind set firm their faith in goll the wind rose like a startled bird from out the heather at the huntsman's shout in swift and blust'ring flight at noon the sun rolled in a cloudy swoon dimly, and over the rolling deep gust followed gust with shadowy sweep, and waves that streamed their snowy locks were tossing high against the rocks seaward, while round the sands ebbed wide scrambled the fierce devouring tide o, conn was like a hound at morn, that springs upon an elk forlorn among the hills.

rose;Rosa;organism;PG10089;5;again he leapt at goll, but sought in vain to blind him with his blows that fell like snowflakes on a sullen well-- for goll was calm, while great conn raged, as hour by hour the conflict waged, he was a blast-defying tree-- a crag that spurned a furious sea, and all the fians with one mind set firm their faith in goll the wind rose like a startled bird from out the heather at the huntsman's shout in swift and blust'ring flight at noon the sun rolled in a cloudy swoon dimly, and over the rolling deep gust followed gust with shadowy sweep, and waves that streamed their snowy locks were tossing high against the rocks seaward, while round the sands ebbed wide scrambled the fierce devouring tide o, conn was like a hound at morn, that springs upon an elk forlorn among the hills.

heather;Calluna vulgaris;organism;PG10089;5;again he leapt at goll, but sought in vain to blind him with his blows that fell like snowflakes on a sullen well-- for goll was calm, while great conn raged, as hour by hour the conflict waged, he was a blast-defying tree-- a crag that spurned a furious sea, and all the fians with one mind set firm their faith in goll the wind rose like a startled bird from out the heather at the huntsman's shout in swift and blust'ring flight at noon the sun rolled in a cloudy swoon dimly, and over the rolling deep gust followed gust with shadowy sweep, and waves that streamed their snowy locks were tossing high against the rocks seaward, while round the sands ebbed wide scrambled the fierce devouring tide o, conn was like a hound at morn, that springs upon an elk forlorn among the hills.

bird;Aves;organism;PG10089;5;again he leapt at goll, but sought in vain to blind him with his blows that fell like snowflakes on a sullen well-- for goll was calm, while great conn raged, as hour by hour the conflict waged, he was a blast-defying tree-- a crag that spurned a furious sea, and all the fians with one mind set firm their faith in goll the wind rose like a startled bird from out the heather at the huntsman's shout in swift and blust'ring flight at noon the sun rolled in a cloudy swoon dimly, and over the rolling deep gust followed gust with shadowy sweep, and waves that streamed their snowy locks were tossing high against the rocks seaward, while round the sands ebbed wide scrambled the fierce devouring tide o, conn was like a hound at morn, that springs upon an elk forlorn among the hills.

swift;Apodidae;organism;PG10089;5;again he leapt at goll, but sought in vain to blind him with his blows that fell like snowflakes on a sullen well-- for goll was calm, while great conn raged, as hour by hour the conflict waged, he was a blast-defying tree-- a crag that spurned a furious sea, and all the fians with one mind set firm their faith in goll the wind rose like a startled bird from out the heather at the huntsman's shout in swift and blust'ring flight at noon the sun rolled in a cloudy swoon dimly, and over the rolling deep gust followed gust with shadowy sweep, and waves that streamed their snowy locks were tossing high against the rocks seaward, while round the sands ebbed wide scrambled the fierce devouring tide o, conn was like a hound at morn, that springs upon an elk forlorn among the hills.

heather;Erica (Ericaceae);organism;PG10089;5;again he leapt at goll, but sought in vain to blind him with his blows that fell like snowflakes on a sullen well-- for goll was calm, while great conn raged, as hour by hour the conflict waged, he was a blast-defying tree-- a crag that spurned a furious sea, and all the fians with one mind set firm their faith in goll the wind rose like a startled bird from out the heather at the huntsman's shout in swift and blust'ring flight at noon the sun rolled in a cloudy swoon dimly, and over the rolling deep gust followed gust with shadowy sweep, and waves that streamed their snowy locks were tossing high against the rocks seaward, while round the sands ebbed wide scrambled the fierce devouring tide o, conn was like a hound at morn, that springs upon an elk forlorn among the hills.

salmon;Oncorhynchus;organism;PG10089;6;as the summer wind goes droning o'er the sun-bright seas, and the minch is all a-dazzle to the hebrides, they will skim along like salmon--you can see their shoulders gleam, and the flashing of their fingers in the blue men's stream.

fisher;Martes pennanti;organism;PG10089;6;the whole day long, the whole night long, they're splashing round the isles, they'll follow every fisher--ah!

fisher;Martes pennanti;organism;PG10089;6;they'll haunt the fisher's dream-- when billows toss, o who would cross the blue men's stream?

deer;Cervidae;organism;PG10089;7;o it's never the word it had to say in anger or in woe-- it would not seek to harm me that had never done it wrong, as fleet--o like the deer!

corn;Zea mays;organism;PG10089;7;if my kine would seek the corn, he will turn them by the horn-- and i'll find them all at morn lowing sweet beside the byre.

fox;Vulpes;organism;PG10089;7;he's so hungry, he's so thin, if he'd come we'd let him in, for a rag of fox's skin is the only thing he'll wear.

beaver;Castor;organism;PG10089;7;he's dressed so fine, he's dressed so grand, a supple switch is in his hand, i've seen while i a-milking sat the shadow of his beaver hat.

deer;Cervidae;organism;PG10089;8;when all the big lads will be hunting the deer, and no one for helping old callum comes near, o who will be busy at threshing his corn?

corn;Zea mays;organism;PG10089;8;when all the big lads will be hunting the deer, and no one for helping old callum comes near, o who will be busy at threshing his corn?

corn;Zea mays;organism;PG10089;8;the little old man of the barn, yon little old man-- a bodach forlorn will be threshing his corn, the little old man of the barn.

plant;Plantae;organism;PG10089;8;when the peat will turn grey and the shadows fall deep, and weary old callum is snoring asleep, when yon plant by the door will keep fairies away, and the horse-shoe sets witches a-wandering till day.

dog;Canis lupus familiaris;organism;PG10089;8;yon fairy dog.

dog;Canidae;organism;PG10089;8;yon fairy dog.

paw;Mammalia;body;PG10089;8;'twas bold maccodrum of the seals, whose heart would never fail, would hear yon fairy ban-dog fierce come howling down the gale, the patt'ring of the paws would sound like horse's hoofs on frozen ground, while o'er its back and curling round uprose its fearsome tail.

horse;Equus ferus caballus;organism;PG10089;8;'twas bold maccodrum of the seals, whose heart would never fail, would hear yon fairy ban-dog fierce come howling down the gale, the patt'ring of the paws would sound like horse's hoofs on frozen ground, while o'er its back and curling round uprose its fearsome tail.

paw;Mammalia;body;PG10089;8;'twas bold maccodrum of the seals-- yon man that hath no fears-- beheld the dog with dark-green back that bends not when it rears, its sides were blacker than the night, but underneath the hair was white, its paws were yellow, its eyes were bright, and blood-red were its ears.

dog;Canis lupus familiaris;organism;PG10089;8;'twas bold maccodrum of the seals-- yon man that hath no fears-- beheld the dog with dark-green back that bends not when it rears, its sides were blacker than the night, but underneath the hair was white, its paws were yellow, its eyes were bright, and blood-red were its ears.

dog;Canidae;organism;PG10089;8;'twas bold maccodrum of the seals-- yon man that hath no fears-- beheld the dog with dark-green back that bends not when it rears, its sides were blacker than the night, but underneath the hair was white, its paws were yellow, its eyes were bright, and blood-red were its ears.

heath;Erica (Ericaceae);organism;PG10089;8;o the water-horse will come over the heath, with the foaming mouth and the flashing eyes, he's black above and he's white beneath-- the hills are hearing the awesome cries, the sand lies thick in his dripping hair, and his hoofs are twined with weeds and ware.

horse;Equus ferus caballus;organism;PG10089;9;the horse will bellow, the horse will snort, and the gasping rider will pant for breath-- let the way be long, or the way be short, it will have one end, and the end is death, in yon black loch, from off the shore, the horse will splash, and be seen no more.

blue-bell;Polemonium reptans;organism;PG10089;9;thine eyes were glowing like blue-bells blowing, with dew-drops twinkling their silvery fires, thine heart was panting with love enchanting, for mine was granting its fond desires.

bird;Aves;organism;PG10089;9;thy lips that often with love would soften, they beamed like blooms for the honey-bee, thy voice came ringing like some bird singing when thou wert bringing thy gifts to me.

honey-bee;Apis;organism;PG10089;9;thy lips that often with love would soften, they beamed like blooms for the honey-bee, thy voice came ringing like some bird singing when thou wert bringing thy gifts to me.

bird;Aves;organism;PG10089;10;the long strath lay snow-wreathed and pathless, and from day to day the tempests raved across the low'ring skies, and they grew weak and pale, with hollow eyes, the while their stores shrank low, waiting the dawn of that sweet season when through woodlands wan fresh flowers flutter and the wild birds sing-- for winter on the forelock of the spring its icy fingers laid.

wolf;Canis lupus;organism;PG10089;10;the huntsmen pined in their dim dwellings, wearily confined, while the loud, hungry tempest held its sway-- the red-eyed wolves grew bold and came by day, and birds fell frozen in the snow.

bird;Aves;organism;PG10089;10;the huntsmen pined in their dim dwellings, wearily confined, while the loud, hungry tempest held its sway-- the red-eyed wolves grew bold and came by day, and birds fell frozen in the snow.

owl;Strigiformes;organism;PG10089;10;and like the deer he sped to find if foemen had come near-- fierce, swarthy hillmen, waiting at the fords for combat eager, or red viking hordes from out the northern isles ... in alba wide no runner could keep pace by caoilte's side, and ere the fians, following in his path, had wended from the deep and dusky strath, he swept o'er clyne, and heard the awesome owls that hoot afar and near in woody foulis, and he had reached the slopes of fair rosskeen ere finn by fyrish came.

deer;Cervidae;organism;PG10089;10;and like the deer he sped to find if foemen had come near-- fierce, swarthy hillmen, waiting at the fords for combat eager, or red viking hordes from out the northern isles ... in alba wide no runner could keep pace by caoilte's side, and ere the fians, following in his path, had wended from the deep and dusky strath, he swept o'er clyne, and heard the awesome owls that hoot afar and near in woody foulis, and he had reached the slopes of fair rosskeen ere finn by fyrish came.

runner;Elagatis;organism;PG10089;10;and like the deer he sped to find if foemen had come near-- fierce, swarthy hillmen, waiting at the fords for combat eager, or red viking hordes from out the northern isles ... in alba wide no runner could keep pace by caoilte's side, and ere the fians, following in his path, had wended from the deep and dusky strath, he swept o'er clyne, and heard the awesome owls that hoot afar and near in woody foulis, and he had reached the slopes of fair rosskeen ere finn by fyrish came.

fisher;Martes pennanti;organism;PG10089;11;a lonely fisher in his coracle came round a headland, lifted on a wave that bore him through the shallows to his cave, nor other being he saw.

bird;Aves;organism;PG10089;11;the birds that flew clamorous about the cliffs, and diving drew their prey from bounteous waters, on him cast cold, beady eyes of wonder, wheeling past and sliding down the wind.

arky;Arkys;organism;PG10089;11;long they lay within the woods of brahan, and by the shore of silvery conon wended, crossing o'er the ford at achilty, where ossian told the tale of finn, who there had slain the bold black arky in his youth.

tree;Tracheophyta;organism;PG10089;11;his wrath he wrought upon the trees that morn, as if he fought against a hundred foemen from the west, till he grew weary, and was fain to rest.

tree;Tracheophyta;organism;PG10089;12;upon a fairy hillock garry lay in sunshine fast asleep,his head was bare, and the wind rippling through his golden hair laid out the seven locks that were his pride, which one by one the maids securely tied to tether-pins, while garry, breathing deep, moaned low, and moved about in troubled sleep then to a thicket all the maidens crept, and raised the call of warning ... garry leapt from dreams that boded ill, with sudden fear that a fierce band of foemen had come near-- the seven fetters of his golden hair he wrenched off as he leapt, and so laid bare a shredded scalp of ruddy wounds that bled with bitter agony ... the maidens fled with laughter through the wood, and climb'd the path of steep knockfarrel.

fir;Abies;organism;PG10089;12;upon a fairy hillock garry lay in sunshine fast asleep,his head was bare, and the wind rippling through his golden hair laid out the seven locks that were his pride, which one by one the maids securely tied to tether-pins, while garry, breathing deep, moaned low, and moved about in troubled sleep then to a thicket all the maidens crept, and raised the call of warning ... garry leapt from dreams that boded ill, with sudden fear that a fierce band of foemen had come near-- the seven fetters of his golden hair he wrenched off as he leapt, and so laid bare a shredded scalp of ruddy wounds that bled with bitter agony ... the maidens fled with laughter through the wood, and climb'd the path of steep knockfarrel.

deer;Cervidae;organism;PG10089;12;then swift he sped a-pace, with bounding heart, to join the gladsome chase, stooping he ran, with poised, uplifted spear, as through the woods approached the nimble deer that swerved, beholding him.

deer;Cervidae;organism;PG10089;12;with startled toss of antlers, down the slope it fled, to cross the open vale before him ... to the west the fians, merging from the woodland, pressed to head it shoreward ... all the fierce hounds bayed with hungry ardour, and the deer, dismayed, with foaming nostrils leapt, and strove to flee towards the deep, dark woods of calrossie.

deer;Cervidae;organism;PG10089;12;but caoilte, fresh from resting, was more fleet than deer or dogs, and sped with naked feet, until upon a loose and sandy bank, plunging his spear into the smoking flank, its flight he stayed....

dog;Canis lupus familiaris;organism;PG10089;12;but caoilte, fresh from resting, was more fleet than deer or dogs, and sped with naked feet, until upon a loose and sandy bank, plunging his spear into the smoking flank, its flight he stayed....

dog;Canidae;organism;PG10089;12;but caoilte, fresh from resting, was more fleet than deer or dogs, and sped with naked feet, until upon a loose and sandy bank, plunging his spear into the smoking flank, its flight he stayed....

dog;Canis lupus familiaris;organism;PG10089;12;he stabbed it as it sank, the life-blood spurting, and he saw it die or ever dog or huntsman had come nigh.

dog;Canidae;organism;PG10089;12;he stabbed it as it sank, the life-blood spurting, and he saw it die or ever dog or huntsman had come nigh.

deer;Cervidae;organism;PG10089;12;caoilte, who stood on a high ridge alone ... with eager eyes scanning the prospect wide ... in mute surprise saw rising o'er knockfarrel, a dark cloud of thick and writhing smoke ... then fierce and loud upon his horn he blew the warning blast-- from out the woods the fians hastened fast-- lo!

swift;Apodidae;organism;PG10089;12;and thus spake their wise chief, to whom came knowledge and the swift, sure thought--

wolf;Canis lupus;organism;PG10089;13;as snarls the wolf at bay within the wood on huntsmen and their hounds, so garry stood raging before the women who had made secure retreat within the high stockade, he cursed them all, and their loud laughter rang more bitter to his heart than e'en the pang of his fierce wounds.

tree;Tracheophyta;organism;PG10089;13;then while his streaming blood half-blinded him, he hastened to the wood, and a small tree upon his shoulders bore, and fixed it fast against the oaken door, that none might issue forth.

tree;Tracheophyta;organism;PG10089;13;when garry, who had stanched his wounds, arose, he seized his axe, and 'gan with rapid blows to fell down fir trees.

fir;Abies;organism;PG10089;13;when garry, who had stanched his wounds, arose, he seized his axe, and 'gan with rapid blows to fell down fir trees.

ash;Fraxinus;organism;PG10089;13;a broad, faint twilight lingered to unfold the sun's slow-dying beams of tangled gold, and the long, billowy hills, in gathering shade, their naked peaks and ebon crags displayed sharp-rimmed against the tender heaven and pale, and misty shadows gathered in the vale-- when caoilte to knockfarrel came, and saw amid the dusk, with sorrow and with awe, the ruins of their winter dwelling laid in smouldering ashes, while the high stockade around the rocky wall, like ragged teeth, was crackling o'er the melting stones beneath, still darting flame, and flickering in the breeze.

tree;Tracheophyta;organism;PG10089;13;he sped towards the wood, and through the trees called loud for those who perished.

swift;Apodidae;organism;PG10089;14;then they cried for vengeance swift and terrible, and leapt to answer finn's command.

swift;Apodidae;organism;PG10089;14;a cold wind swept from out the gates of morning, moaning loud, as swift they hastened forth.

heath;Erica (Ericaceae);organism;PG10089;14;all day he sought to flee them in his shame, watching from lofty crag or deep ravine, and crouching in the heath, with haggard mien-- he sought in vain to hide till darkness cast its blinding cloak betwixt them.

dog;Canis lupus familiaris;organism;PG10089;14;when at last finn cried, "come forth, thou dog of evil deeds, nor respite seek!"

dog;Canidae;organism;PG10089;14;when at last finn cried, "come forth, thou dog of evil deeds, nor respite seek!"

ray;Rajomorphii;organism;PG10089;14;'twas so he lay to die ... but as the blade swept bright, young alvin, keen for vengeance, swayed, and slipped upon the sward ... and his fierce blow that garry slew, the fian chief laid low-- a grievous wound was gaping on his thigh, and poured his life-blood forth ... a low, weird cry the great finn gave, as he fell back and swooned-- in vain they strove to stanch the fearsome wound-- his life ebbed slowly with the sun's last ray in gathering gloom ... and when in death he lay, the glory of the fians passed away.

bird;Aves;organism;PG10089;14;o mairi dhu, the weaver's wife, will have the evil eye, the fear will come about my heart when she'll be passing by, she'll have the piercing look to wound the very birds that fly.

weaver;Ploceidae;organism;PG10089;14;o mairi dhu, the weaver's wife, will have the evil eye, the fear will come about my heart when she'll be passing by, she'll have the piercing look to wound the very birds that fly.

deer;Cervidae;organism;PG10089;14;o mairi dhu will have the eye to wound the very deer-- ah!

weasel;Mustela;organism;PG10089;15;all the mac quithens,1,are bold when it's only with women they'll war weasels that creep in the dark!

fox;Vulpes;organism;PG10089;15;foxes that prowl in the night!

rat;Rattus;organism;PG10089;15;rats that are hated and vile!

swift;Apodidae;organism;PG10089;16;cuchullin stood impatient for the fray, his golden hilted bronze sword on his thigh a sharp and venomous dart beside him lay, he clasp'd his ashen spear, bronze-tipp'd and high, as flames the sun upon the western sky, his round shield from afar was flashing bright, figured with radiant gold and rimm'd with silver white stern-lipp'd he stood, his great broad head thrown back, the white pearls sprayed upon his thick, dark hair, deep set, his eyes, beneath his eyebrows black, were swift and grey, and fix'd his fearless stare, red-edg'd his white hood flamed, his tunic rare of purple gleam'd with gold, his cloak behind his shoulders shone with silver, floating in the wind betimes three crones him meet upon the way, half-blind and evil-eyed, with matted hair-- workers of spells and witcheries are they-- the brood of calatin--beware!

tree;Tracheophyta;organism;PG10089;17;their faces blanch'd, their bodies shook with fear-- 'now link thy shields and close together throng, and shout the war-cry loud and fierce and long then ere, with cunning of his evil heart, set heroes forth in pairs to feign to fight apart as furious tempests, that in deep woods roar assault the giant trees and lay them low, as billows toss the seaweed on the shore, as sweeping sickles do the ripe fields mow-- cuchullin, rolling fiercely on the foe, broke through the linked ranks upon the plain, to drench the field with blood and round him heap the slain and when he reach'd a warrior-pair that stood in feignčd strife upon a knoll of green, their weapons clashing but unstained with blood, a satirist him besought to intervene, whereat he slew them as he drave between--

tree;Tracheophyta;organism;PG10089;18;thy fitful notes from the melodious trees, i fain would echo in my feeble rhyme-- the inner music quivering on the breeze i hear, and throbbing from the beating seas, on ancient shores, the wearied pulse of time that mingles with thy melodies sublime.

swift;Apodidae;organism;PG10089;19;she sings a song while she washes the clothes of one about to meet a swift and tragic fate.

fir;Abies;organism;PG10089;19;the blue men of the minch,na fir ghorm,.

swift;Apodidae;organism;PG10089;19;their presence in the strait was believed to be the cause of its billowy restlessness and swift currents.

dog;Canis lupus familiaris;organism;PG10089;19;yon fairy dog,an cu sith,was heard howling on stormy nights.

dog;Canidae;organism;PG10089;19;yon fairy dog,an cu sith,was heard howling on stormy nights.

cattle;Bos taurus;organism;PG10089;19;this kindly, but solitary, elf herded cattle by night, and prevented them from falling over the rocks.

fir;Abies;organism;PG10089;19;nimble men,na fir chlis,are "the merry dancers," or aurora borealis.

horse;Equus ferus caballus;organism;PG10089;19;the water horse haunted lonely lochs, and lured human beings to a terrible death.

cattle;Bos taurus;organism;PG10089;19;a favourite trick of the gruagach was to untie the cattle in the byre, so as to bring out the milkmaid, especially if she had forgotten to leave the offering of milk.

runner;Elagatis;organism;PG10089;20;caoilte, the swift runner, was a famous fian.

bird;Aves;organism;PG10093;1;how willie did his best to make a bird of agnes xxi.

bird;Aves;organism;PG10093;1;how agnes liked being a bird xxii.

bear;Ursidae;organism;PG10093;1;willie's plans bear fruit illustrations by arthur hughes willie's horse-shoeing forge,frontispiece,mrs wilson's stories willie with the baby willie taken to see a water-wheel willie told his father all about it

bird;Aves;organism;PG10093;1;willie makes a bird of agnes willie's dream summary,gutta percha willie, the working genius for all reading ages.

gutta-percha;Palaquium;organism;PG10093;1;the history of gutta-percha willie.

jack;Esox lucius;organism;PG10093;1;when he had been at school for about three weeks, the boys called him six-fingered jack, but his real name was willie, for his father and mother gave it him--not william, but willie, after a brother of his father, who died young, and had always been called willie.

gutta-percha;Palaquium;organism;PG10093;1;it was his own father, however, who gave him the name of gutta-percha willie, the reason of which will also show itself by and by.

heather;Calluna vulgaris;organism;PG10093;1;when willie's father was riding across the great moorland of those desolate hills, and the people in the village would be saying to each other how bitterly cold it was, he would be thinking how snug and warm it was down there, and how nice it would be to turn a certain corner on the road back, and slip at once out of the freezing wind that had it all its own way up among the withered gorse and heather of the wide expanse where he pursued his dreary journey.

gorse;Ulex europaeus;organism;PG10093;1;when willie's father was riding across the great moorland of those desolate hills, and the people in the village would be saying to each other how bitterly cold it was, he would be thinking how snug and warm it was down there, and how nice it would be to turn a certain corner on the road back, and slip at once out of the freezing wind that had it all its own way up among the withered gorse and heather of the wide expanse where he pursued his dreary journey.

heather;Erica (Ericaceae);organism;PG10093;1;when willie's father was riding across the great moorland of those desolate hills, and the people in the village would be saying to each other how bitterly cold it was, he would be thinking how snug and warm it was down there, and how nice it would be to turn a certain corner on the road back, and slip at once out of the freezing wind that had it all its own way up among the withered gorse and heather of the wide expanse where he pursued his dreary journey.

grass;Agrostis capillaris;organism;PG10093;2;in the hot summer, he would lie in the long grass and get cool, in the cold winter, he would scamper about and get warm.

grass;Poaceae;organism;PG10093;2;in the hot summer, he would lie in the long grass and get cool, in the cold winter, he would scamper about and get warm.

apple;Malus domestica;organism;PG10093;2;when his hands were as cold as icicles, his cheeks would be red as apples.

friar;Atherina;organism;PG10093;2;and i dare say they were not monks at all, but begging friars, who founded it when they wanted to reprove the luxury and greed of the monks, and perhaps by the time they had grown as bad themselves, the place was nearly finished, and they could not well move it.

wheat;Triticum urartu;organism;PG10093;2;they had, however, as i have indicated, chosen the one pretty spot, around which, for a short distance on every side, the land was tolerably good, and grew excellent oats if poor wheat, while the gardens were equal to apples and a few pears, besides abundance of gooseberries, currants, and strawberries.

oats;Avena;organism;PG10093;2;they had, however, as i have indicated, chosen the one pretty spot, around which, for a short distance on every side, the land was tolerably good, and grew excellent oats if poor wheat, while the gardens were equal to apples and a few pears, besides abundance of gooseberries, currants, and strawberries.

strawberry;Fragaria;organism;PG10093;2;they had, however, as i have indicated, chosen the one pretty spot, around which, for a short distance on every side, the land was tolerably good, and grew excellent oats if poor wheat, while the gardens were equal to apples and a few pears, besides abundance of gooseberries, currants, and strawberries.

apple;Malus domestica;organism;PG10093;2;they had, however, as i have indicated, chosen the one pretty spot, around which, for a short distance on every side, the land was tolerably good, and grew excellent oats if poor wheat, while the gardens were equal to apples and a few pears, besides abundance of gooseberries, currants, and strawberries.

gooseberry;Ribes uva-crispa;organism;PG10093;2;they had, however, as i have indicated, chosen the one pretty spot, around which, for a short distance on every side, the land was tolerably good, and grew excellent oats if poor wheat, while the gardens were equal to apples and a few pears, besides abundance of gooseberries, currants, and strawberries.

pear;Pyrus;organism;PG10093;2;they had, however, as i have indicated, chosen the one pretty spot, around which, for a short distance on every side, the land was tolerably good, and grew excellent oats if poor wheat, while the gardens were equal to apples and a few pears, besides abundance of gooseberries, currants, and strawberries.

bush;Viburnum plicatum;organism;PG10093;2;for many years bushes and flowers had grown upon them, and you might dig a good way without coming to the stones, though come to them you must at last.

moss;Bryophyta;organism;PG10093;2;the walks wound about between the heaps, and through the thick walls of the ruin, overgrown with lichens and mosses, now and then passing through an arched door or window of the ancient building.

tree;Tracheophyta;organism;PG10093;2;there were a few apple and pear trees also on a wall that faced the south, which were regarded by willie with mingled respect and desire, for he was not allowed to touch them, while of the gooseberries he was allowed to eat as many as he pleased when they were ripe, and of the currants too, after his mother had had as many as she wanted for preserves.

apple;Malus domestica;organism;PG10093;2;there were a few apple and pear trees also on a wall that faced the south, which were regarded by willie with mingled respect and desire, for he was not allowed to touch them, while of the gooseberries he was allowed to eat as many as he pleased when they were ripe, and of the currants too, after his mother had had as many as she wanted for preserves.

gooseberry;Ribes uva-crispa;organism;PG10093;2;there were a few apple and pear trees also on a wall that faced the south, which were regarded by willie with mingled respect and desire, for he was not allowed to touch them, while of the gooseberries he was allowed to eat as many as he pleased when they were ripe, and of the currants too, after his mother had had as many as she wanted for preserves.

